Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/adc_en_vio_3
1306,1306,0,14538,19896,23124,24460,23552,20284,15114,8062,2,-10,10,-20,-30,32,-8,-4,0
1307,1307,0,80,-8278,-15298,-20894,-24098,-24910,-23404,-19568,-30,-26,-8,-4,2,-10,26,-20,0
1308,1308,0,-13982,-6920,444,7902,14506,19880,23236,24508,2,-10,-8,-4,-46,-10,-24,-20,0
1309,1309,0,23584,20280,15066,8014,64,-8262,-15314,-20830,-14,8,10,14,-30,8,10,30,0
1310,1310,0,-24098,-24926,-23452,-19568,-13998,-6904,552,7950,-14,-26,10,14,-14,8,-8,14,0
1311,1311,0,14522,19848,23188,24492,23536,20264,15098,8030,34,8,10,-20,-30,8,42,-20,0
1312,1312,0,48,-8278,-15314,-20862,-24162,-25006,-23404,-19520,-14,24,10,-4,2,-10,10,-20,0
1313,1313,0,-14030,-6920,460,7950,14474,19816,23108,24476,-30,8,-24,30,2,-26,42,-20,0
1314,1314,0,23600,20232,15114,8046,80,-8246,-15298,-20830,2,-10,-8,30,-14,-10,10,30,0
1315,1315,0,-24098,-24958,-23420,-19616,-13998,-6920,476,7886,-30,8,-8,30,2,-10,42,-4,0
1316,1316,0,14506,19848,23156,24492,23552,20280,15066,8046,2,-26,10,-4,2,-10,26,30,0
1317,1317,0,64,-8230,-15250,-20846,-24130,-24958,-23372,-19584,-14,-10,10,-4,34,8,10,-4,0
1318,1318,0,-14030,-6936,492,7934,14474,19848,23220,24508,-14,-10,26,30,-14,24,10,-20,0
1319,1319,0,23552,20248,15050,8030,48,-8214,-15250,-20840,-14,-10,-8,-4,-30,24,-8,-20,0
1320,1320,0,-24146,-24990,-23404,-19584,-14046,-6920,444,7886,2,-10,-8,-20,-30,-10,-24,-4,0
1321,1321,0,14490,19816,23156,24492,23536,20216,15066,8014,34,8,-8,-4,34,24,-8,-20,0
1322,1322,0,64,-8230,-15250,-20878,-24130,-24990,-23436,-19640,34,8,-8,14,2,-10,-24,-20,0
1323,1323,0,-14110,-6936,460,7950,14490,19832,23124,24476,2,-26,10,-20,2,-10,10,14,0
1324,1324,0,23552,20300,15114,8014,48,-8294,-15282,-20792,34,8,10,30,-14,8,10,14,0
1325,1325,0,-24114,-24990,-23404,-19656,-14078,-6920,476,7950,18,-26,10,-52,2,-26,26,-4,0
1326,1326,0,14442,19848,23188,24508,23536,20200,15114,8014,18,48,-24,-20,2,-26,10,14,0
1327,1327,0,48,-8278,-15266,-20734,-24114,-24974,-23420,-19584,-30,8,-56,-4,2,-10,10,14,0
1328,1328,0,-14062,-6936,460,7934,14490,19848,23220,24508,18,8,26,14,18,8,26,-4,0
1329,1329,0,23504,20200,15098,8078,64,-8230,-15330,-20830,-30,-10,26,14,18,8,26,-20,0
1330,1330,0,-24098,-24958,-23420,-19656,-14046,-6936,460,7934,2,-10,10,-4,-46,8,10,14,0
1331,1331,0,14508,19832,23188,24476,23506,20232,15066,8046,2,8,26,-4,-14,-10,26,14,0
1332,1332,0,66,-8262,-15282,-20862,-24128,-24926,-23356,-19584,2,24,10,-20,2,-10,10,30,0
1333,1333,0,-14028,-6936,476,7918,14460,19848,23156,24524,50,32,10,-4,2,-10,10,30,0
1334,1334,0,23586,20248,15066,8014,82,-8230,-15282,-20846,2,8,10,-20,18,8,10,-4,0
1335,1335,0,-24160,-24974,-23404,-19600,-14012,-6904,508,7950,-30,-10,26,14,2,8,10,-4,0
1336,1336,0,14508,19848,23188,24476,23554,20248,15130,8046,2,-26,10,14,2,8,26,14,0
1337,1337,0,34,-8246,-15314,-20878,-24080,-24926,-23388,-19640,18,-26,-8,-4,2,-10,10,-4,0
1338,1338,0,-14012,-6904,492,7950,14476,19848,23188,24476,2,-10,10,-4,2,32,42,14,0
1339,1339,0,23570,20232,15066,8030,82,-8246,-15282,-20862,18,-10,-8,-20,2,-10,-8,-4,0
1340,1340,0,-24144,-24926,-23436,-19584,-14044,-6968,476,7902,2,8,10,14,2,-26,10,-20,0
1341,1341,0,14492,19848,23204,24508,23522,20280,15114,8046,34,8,10,-4,18,-10,10,14,0
1342,1342,0,34,-8278,-15282,-20808,-24128,-25006,-23372,-19552,2,-10,-24,-4,2,-10,10,14,0
1343,1343,0,-14012,-6888,460,7934,14524,19880,23156,24460,-14,-10,26,-20,2,-10,10,-20,0
1344,1344,0,23538,20248,15050,8014,98,-8246,-15298,-20824,18,-10,-24,-20,18,8,-40,-20,0
1345,1345,0,-24080,-24974,-23372,-19640,-13996,-6904,508,7982,2,-26,-8,-20,-30,8,-40,46,0
1346,1346,0,14476,19848,23172,24492,23522,20232,15098,8046,34,8,10,-4,2,-10,-24,14,0
1347,1347,0,34,-8262,-15266,-20830,-24096,-24958,-23420,-19616,18,-42,-24,14,2,8,-8,-4,0
1348,1348,0,-14028,-6904,508,7934,14540,19864,23204,24460,-30,8,-8,-36,2,8,10,-4,0
1349,1349,0,23650,20232,15066,8046,66,-8262,-15234,-20750,2,-10,10,-4,2,-10,-8,-4,0
1350,1350,0,-24176,-24942,-23356,-19600,-13996,-6904,492,7902,34,24,26,14,2,8,10,-4,0
1351,1351,0,14524,19864,23204,24460,23554,20232,15066,8046,18,8,10,-20,2,8,-24,-20,0
1352,1352,0,50,-8246,-15298,-20910,-24160,-24974,-23372,-19568,18,8,26,-4,34,24,26,14,0
1353,1353,0,-14028,-6936,444,7902,14540,19816,23204,24524,-30,8,-24,30,-14,8,10,-4,0
1354,1354,0,23506,20216,15098,8030,82,-8246,-15314,-20910,-14,-26,10,-4,18,-10,10,-4,0
1355,1355,0,-24144,-24974,-23388,-19584,-14044,-6888,476,7918,2,8,-8,30,-14,8,10,14,0
1356,1356,0,14524,19832,23172,24476,23490,20184,15050,8014,2,8,-24,-20,2,8,10,46,0
1357,1357,0,34,-8262,-15282,-20862,-24128,-24974,-23388,-19584,34,-26,10,-20,2,8,-24,-4,0
1358,1358,0,-13996,-6888,444,7902,14524,19848,23156,24460,-30,8,-24,14,2,8,10,-4,0
1359,1359,0,23506,20216,15098,7982,34,-8246,-15298,-20846,18,-10,10,-4,50,-10,26,-4,0
1360,1360,0,-24080,-24974,-23388,-19656,-14028,-6968,492,7918,2,-10,26,-36,18,-58,10,-4,0
1361,1361,0,14524,19848,23188,24476,23554,20216,15114,7998,-30,-10,26,-20,18,-26,10,-20,0
1362,1362,0,50,-8246,-15282,-20846,-24176,-25054,-23404,-19640,34,-10,-8,-20,-14,-10,10,-4,0
1363,1363,0,-14028,-6840,476,7966,14524,19832,23188,24476,18,-10,-24,30,18,-10,26,14,0
1364,1364,0,23522,20232,15098,8014,50,-8230,-15282,-20862,-14,-10,10,14,18,8,-8,14,0
1365,1365,0,-24144,-25022,-23420,-19584,-14012,-6888,476,7950,-14,24,-8,-4,2,8,26,14,0
1366,1366,0,14524,19832,23156,24460,23554,20216,15034,8014,18,48,-24,-20,2,8,-24,14,0
1367,1367,0,18,-8214,-15298,-20878,-24096,-25006,-23404,-19600,2,-10,-24,30,18,-26,26,-4,0
1368,1368,0,-14044,-6952,460,7902,14428,19864,23172,24460,2,8,-24,14,18,8,-8,-4,0
1369,1369,0,23506,20200,15066,8014,82,-8278,-15266,-20862,2,8,-24,30,2,-10,10,-36,0
1370,1370,0,-24160,-24958,-23436,-19584,-13980,-6856,492,7918,2,8,-24,-36,34,8,26,14,0
1371,1371,0,14476,19790,23156,24460,23554,20216,15034,8030,34,8,26,14,18,-26,42,-4,0
1372,1372,0,50,-8246,-15298,-20862,-24128,-24926,-23420,-19584,18,8,-8,14,50,8,26,-4,0
1373,1373,0,-14028,-6888,552,7950,14508,19912,23172,24524,2,8,10,-4,2,-26,10,14,0
1374,1374,0,23538,20232,15082,8014,34,-8262,-15298,-20878,2,8,-24,-4,18,-26,26,-4,0
1375,1375,0,-24072,-24942,-23420,-19584,-14044,-6856,568,7934,2,-26,-24,30,2,-26,26,30,0
1376,1376,0,14476,19880,23204,24476,23554,20248,15050,8014,2,-10,-8,14,-14,-26,-8,30,0
1377,1377,0,18,-8294,-15314,-20808,-24096,-24958,-23404,-19584,2,24,10,14,-30,-10,10,-20,0
1378,1378,0,-14012,-6904,476,7918,14492,19832,23156,24476,-30,-26,10,-4,-30,8,-8,-4,0
1379,1379,0,23490,20232,15050,8046,-30,-8278,-15266,-20862,2,24,-24,14,2,-10,10,14,0
1380,1380,0,-24096,-24990,-23420,-19616,-14028,-6888,476,7950,-14,-42,26,-4,2,8,26,14,0
1381,1381,0,14524,19896,23156,24460,23490,20248,15082,7966,18,32,-8,-20,2,-10,26,14,0
1382,1382,0,66,-8294,-15298,-20862,-24128,-24958,-23404,-19568,50,-10,10,14,-14,-10,10,30,0
1383,1383,0,-14012,-6904,492,7982,14492,19864,23220,24540,18,-10,-8,-4,-30,32,26,-52,0
1384,1384,0,23602,20248,15082,8046,18,-8230,-15298,-20878,34,-26,-24,14,18,8,10,-36,0
1385,1385,0,-24112,-25006,-23404,-19568,-14044,-6856,568,7902,18,-10,42,-4,18,-10,10,14,0
1386,1386,0,14492,19864,23172,24476,23522,20200,15082,7950,2,-26,10,30,18,-26,26,-4,0
1387,1387,0,50,-8314,-15314,-20862,-24160,-24958,-23372,-19584,2,8,10,14,2,-26,-8,30,0
1388,1388,0,-14012,-6904,508,7950,14476,19864,23140,24476,-14,8,26,14,34,48,26,14,0
1389,1389,0,23554,20232,15034,8014,34,-8262,-15266,-20894,18,-26,10,14,18,-10,26,-4,0
1390,1390,0,-24128,-24942,-23452,-19552,-14028,-6888,568,7950,2,8,10,14,-14,-26,-8,-20,0
1391,1391,0,14524,19896,23172,24492,23554,20200,15066,7998,2,8,-8,-4,50,-10,10,14,0
1392,1392,0,50,-8278,-15330,-20878,-24144,-24926,-23372,-19584,2,-42,26,14,34,8,-24,-20,0
1393,1393,0,-14012,-6904,492,7966,14508,19848,23204,24476,18,24,10,-4,-14,48,10,-4,0
1394,1394,0,23554,20200,15082,7982,18,-8262,-15330,-20856,34,-10,26,-20,34,-10,-24,-4,0
1395,1395,0,-24176,-24942,-23420,-19552,-14028,-6888,476,7934,34,-10,-24,30,2,-10,-8,-4,0
1396,1396,0,14524,19864,23124,24476,23554,20264,15066,7966,18,8,10,-4,2,8,10,-20,0
1397,1397,0,-14,-8230,-15330,-20862,-24072,-24958,-23372,-19584,34,-42,-8,14,18,-10,10,14,0
1398,1398,0,-14028,-6840,552,7966,14476,19928,23156,24492,18,-26,10,-20,2,8,10,14,0
1399,1399,0,23522,20264,15082,8046,50,-8278,-15330,-20808,18,-26,26,30,18,-26,10,-4,0
1400,1400,0,-24096,-24942,-23404,-19640,-13996,-6904,492,7950,18,-26,10,-4,2,-10,-8,-20,0
1401,1401,0,14476,19848,23172,24508,23554,20200,15082,7982,18,48,10,-4,2,8,26,-4,0
1402,1402,0,18,-8278,-15298,-20846,-24144,-24958,-23420,-19640,2,8,-8,-20,18,8,-24,-20,0
1403,1403,0,-14044,-6904,552,7966,14460,19880,23172,24524,-14,-10,26,14,-14,24,26,-4,0
1404,1404,0,23538,20232,15034,8030,34,-8298,-15282,-20894,34,-10,-24,30,2,-26,26,-36,0
1405,1405,0,-24128,-24958,-23420,-19584,-13996,-6888,508,7886,-46,-10,-24,-20,2,8,10,-36,0
1406,1406,0,14508,19880,23188,24492,23490,20264,15034,7982,2,24,10,-20,34,8,10,-52,0
1407,1407,0,18,-8278,-15330,-20862,-24176,-24974,-23372,-19656,-30,-10,-8,-4,-14,-26,26,14,0
1408,1408,0,-14012,-6920,568,8014,14524,19848,23156,24476,-14,8,10,14,-14,-10,-24,30,0
1409,1409,0,23538,20300,15098,8014,-14,-8314,-15346,-20862,18,24,10,-20,18,-10,-8,-20,0
1410,1410,0,-24128,-25006,-23404,-19568,-14044,-6888,552,7934,-14,8,26,-52,18,-10,-8,-20,0
1411,1411,0,14492,19864,23188,24524,23490,20232,15066,8014,18,-10,10,-4,18,-26,10,14,0
1412,1412,0,34,-8314,-15330,-20862,-24128,-25022,-23452,-19552,2,8,26,14,34,-26,-24,-20,0
1413,1413,0,-13980,-6904,444,7934,14508,19880,23188,24476,2,8,26,-4,-14,8,10,30,0
1414,1414,0,23506,20184,15050,8014,50,-8314,-15346,-20846,18,8,26,14,-14,-26,-24,14,0
1415,1415,0,-24144,-24942,-23372,-19584,-14044,-6888,568,7950,2,24,10,30,2,8,10,-4,0
1416,1416,0,14492,19864,23140,24444,23522,20216,15018,7982,2,8,10,-20,2,-10,-8,-20,0
1417,1417,0,18,-8278,-15330,-20862,-24160,-24942,-23372,-19584,2,-26,10,-20,2,8,-56,14,0
1418,1418,0,-14028,-6872,492,7918,14508,19896,23204,24476,18,8,26,14,2,-26,26,14,0
1419,1419,0,23570,20200,15082,7998,66,-8230,-15266,-20824,-14,-26,-24,46,18,-10,-8,-20,0
1420,1420,0,-24176,-24926,-23388,-19640,-14028,-6824,508,7950,-14,8,-8,14,2,24,26,14,0
1421,1421,0,14492,19864,23204,24460,23506,20200,15034,8046,-30,-42,-24,14,-14,64,26,14,0
1422,1422,0,34,-8298,-15346,-20878,-24096,-24942,-23420,-19584,2,-10,-8,30,2,8,10,14,0
1423,1423,0,-14012,-6856,492,7934,14444,19848,23204,24492,-14,-10,-8,-20,18,-10,26,-4,0
1424,1424,0,23538,20168,15018,8030,2,-8278,-15282,-20862,18,-10,10,-20,50,8,-40,-20,0
1425,1425,0,-24128,-24910,-23388,-19568,-13996,-6920,552,7918,2,8,26,-4,2,8,10,-20,0
1426,1426,0,14476,19832,23172,24460,23554,20232,15050,8014,34,-10,10,-20,18,24,10,-4,0
1427,1427,0,2,-8278,-15330,-20846,-24112,-24990,-23404,-19656,-30,8,-8,30,2,8,-24,-4,0
1428,1428,0,-13980,-6888,492,7966,14524,19864,23156,24476,2,8,26,30,34,-26,10,-36,0
1429,1429,0,23538,20216,15002,7966,-14,-8294,-15330,-20862,18,48,-24,-36,18,8,10,-36,0
1430,1430,0,-24112,-24990,-23388,-19568,-13996,-6872,552,7934,-14,8,-24,-4,2,8,42,14,0
1431,1431,0,14492,19816,23188,24508,23506,20200,15050,7966,-30,8,-8,-20,-14,24,26,-20,0
1432,1432,0,50,-8246,-15298,-20830,-24144,-24974,-23356,-19672,2,8,10,-4,-30,-10,10,-4,0
1433,1433,0,-13996,-6872,524,8014,14492,19864,23156,24444,2,24,-40,14,18,8,26,-20,0
1434,1434,0,23538,20300,15082,8014,34,-8378,-15298,-20830,2,8,-8,-4,50,-10,26,-4,0
1435,1435,0,-24128,-24926,-23388,-19552,-14028,-6872,568,7950,18,-26,10,-20,34,24,-24,-4,0
1436,1436,0,14540,19848,23204,24524,23554,20216,15066,7982,18,8,26,14,18,8,26,30,0
1437,1437,0,18,-8262,-15298,-20808,-24128,-24926,-23452,-19552,-30,24,10,-20,2,24,10,46,0
1438,1438,0,-13958,-6840,508,7998,14508,19880,23204,24492,-14,24,-24,-20,2,-10,10,-4,0
1439,1439,0,23554,20248,15098,8014,18,-8262,-15282,-20894,18,24,10,-4,-14,-10,42,-4,0
1440,1440,0,-24230,-24958,-23404,-19552,-14012,-6872,492,7982,2,8,-24,14,-30,-10,-24,-20,0
1441,1441,0,14556,19864,23204,24492,23538,20216,15066,8014,50,24,10,-4,18,24,-8,-20,0
1442,1442,0,50,-8246,-15346,-20894,-24192,-24958,-23372,-19552,2,-10,-24,-4,2,8,-8,30,0
1443,1443,0,-13980,-6856,568,7966,14556,19928,23236,24460,2,32,26,-4,2,8,-24,-4,0
1444,1444,0,23522,20264,15082,8046,66,-8294,-15266,-20862,2,-10,42,-4,2,32,10,-4,0
1445,1445,0,-24088,-24926,-23340,-19552,-13942,-6872,600,7982,34,32,10,30,2,-26,10,-4,0
1446,1446,0,14508,19912,23252,24540,23522,20280,15034,8014,2,24,-8,14,2,8,10,-4,0
1447,1447,0,34,-8298,-15346,-20910,-24144,-24926,-23388,-19552,2,-10,-24,14,18,8,26,-20,0
1448,1448,0,-14028,-6824,524,8014,14508,19880,23220,24556,2,48,26,-4,-14,8,10,-20,0
1449,1449,0,23522,20152,15050,8014,34,-8314,-15298,-20846,18,8,-8,30,34,48,26,14,0
1450,1450,0,-24112,-24942,-23404,-19520,-14012,-6888,476,8030,2,8,10,14,2,8,10,14,0
1451,1451,0,14524,19848,23188,24492,23522,20268,15050,8030,2,24,10,-20,18,-26,-8,14,0
1452,1452,0,2,-8246,-15314,-20878,-24128,-24942,-23420,-19568,18,-10,10,-4,18,-10,-40,14,0
1453,1453,0,-13942,-6888,552,7982,14556,19912,23220,24508,-14,-26,26,30,18,8,10,-4,0
1454,1454,0,23506,20184,15034,7982,2,-8294,-15298,-20862,2,8,26,-20,-14,-10,10,14,0
1455,1455,0,-24096,-24958,-23372,-19536,-13996,-6824,536,7966,2,8,10,14,18,8,10,46,0
1456,1456,0,14556,19880,23156,24524,23554,20248,15034,8014,-46,8,10,14,2,24,-24,-20,0
1457,1457,0,82,-8278,-15314,-20840,-24160,-24926,-23404,-19584,-14,8,10,46,18,8,-40,-4,0
1458,1458,0,-13980,-6840,584,7982,14540,19896,23172,24508,2,8,26,-36,18,-10,-24,-20,0
1459,1459,0,23506,20248,15082,7966,-14,-8314,-15282,-20862,2,8,10,14,-14,-10,-24,30,0
1460,1460,0,-24128,-24942,-23356,-19552,-13958,-6856,568,7982,34,-26,10,-20,18,-10,10,-4,0
1461,1461,0,14540,19848,23156,24492,23586,20248,15098,8014,34,24,-8,30,18,-42,10,-20,0
1462,1462,0,18,-8278,-15330,-20792,-24128,-24926,-23372,-19552,2,-10,-56,14,18,-10,26,-4,0
1463,1463,0,-13942,-6840,584,7966,14540,19880,23236,24524,18,-26,10,-4,2,-10,10,-20,0
1464,1464,0,23554,20232,15066,8014,18,-8314,-15298,-20878,18,24,10,-20,18,-26,-24,-20,0
1465,1465,0,-24160,-24958,-23372,-19552,-14028,-6888,552,7950,34,8,26,-4,34,-10,-8,30,0
1466,1466,0,14556,19944,23204,24524,23586,20152,15034,7982,-30,8,-40,-20,34,8,-8,-20,0
1467,1467,0,66,-8278,-15330,-20910,-24128,-24958,-23372,-19552,50,8,26,-4,18,8,26,-20,0
1468,1468,0,-14012,-6872,584,7950,14588,19848,23140,24476,18,8,10,-4,2,8,10,-4,0
1469,1469,0,23506,20232,15098,8014,34,-8278,-15346,-20862,18,-10,-24,14,-14,-26,-8,-20,0
1470,1470,0,-24128,-24942,-23340,-19568,-14028,-6792,616,7966,-14,8,10,-4,34,-10,-24,14,0
1471,1471,0,14540,19928,23188,24492,23538,20248,15034,7950,2,-10,-24,30,18,-10,-8,14,0
1472,1472,0,18,-8314,-15298,-20878,-24096,-24910,-23388,-19568,34,-26,-24,14,18,8,26,-4,0
1473,1473,0,-13958,-6840,536,7982,14508,19960,23188,24508,-14,8,-24,-20,2,32,-24,14,0
1474,1474,0,23554,20216,15034,8030,66,-8230,-15330,-20878,18,24,-24,-4,18,24,-24,-4,0
1475,1475,0,-24096,-24910,-23340,-19584,-13942,-6808,584,7950,18,8,42,-4,-30,-10,-8,-4,0
1476,1476,0,14540,19880,23156,24508,23554,20264,15050,7982,2,8,10,-4,2,8,10,14,0
1477,1477,0,34,-8294,-15330,-20878,-24198,-24974,-23404,-19584,2,24,10,-4,34,8,10,14,0
1478,1478,0,-13980,-6872,584,8014,14572,19880,23204,24476,18,24,-24,-4,2,8,26,14,0
1479,1479,0,23554,20232,15034,8014,50,-8314,-15330,-20910,18,64,-8,30,18,-10,10,-4,0
1480,1480,0,-24072,-24974,-23388,-19568,-13996,-6808,508,7982,18,-10,10,-4,2,-10,26,-4,0
1481,1481,0,14492,19880,23220,24476,23522,20232,15050,8014,2,8,26,30,18,48,-56,14,0
1482,1482,0,2,-8278,-15298,-20814,-24144,-24942,-23372,-19584,-14,8,10,14,18,-10,-8,-20,0
1483,1483,0,-13996,-6808,616,7950,14588,19912,23172,24540,2,-26,-8,-20,-14,32,-24,-20,0
1484,1484,0,23570,20216,15066,7982,34,-8330,-15330,-20926,34,8,42,14,2,8,10,-4,0
1485,1485,0,-24176,-24958,-23372,-19568,-13958,-6840,600,7950,-30,8,-8,14,34,-10,-8,14,0
1486,1486,0,14524,19928,23188,24492,23570,20232,15050,8014,34,24,-8,-20,34,-26,-24,-4,0
1487,1487,0,-14,-8314,-15298,-20808,-24112,-24926,-23388,-19552,2,8,-8,30,2,24,10,-4,0
1488,1488,0,-14012,-6872,476,8014,14540,19880,23204,24524,18,8,-40,14,-14,-26,26,14,0
1489,1489,0,23554,20216,15050,8014,66,-8298,-15330,-20862,2,-10,10,30,18,8,26,14,0
1490,1490,0,-24144,-24958,-23340,-19536,-14028,-6840,616,7982,18,8,10,14,2,-26,-8,-4,0
1491,1491,0,14556,19896,23188,24508,23506,20232,15034,8014,2,24,26,14,34,8,-24,14,0
1492,1492,0,2,-8294,-15298,-20830,-24144,-24974,-23420,-19584,-14,8,-8,30,-14,-10,-24,30,0
1493,1493,0,-13980,-6856,568,7950,14508,19880,23236,24444,18,-26,-8,14,2,-10,-40,-4,0
1494,1494,0,23538,20216,15066,8030,50,-8294,-15330,-20862,2,24,10,14,34,8,-8,-20,0
1495,1495,0,-24160,-25006,-23404,-19584,-13980,-6872,568,7966,2,-10,26,14,2,-26,10,14,0
1496,1496,0,14588,19928,23188,24476,23570,20264,15018,7950,34,-26,26,-4,50,8,10,46,0
1497,1497,0,2,-8314,-15330,-20894,-24144,-24958,-23372,-19520,2,-10,10,-4,18,-10,10,30,0
1498,1498,0,-13942,-6808,552,7966,14540,19864,23108,24460,-14,8,-8,-4,18,-26,10,14,0
1499,1499,0,23570,20216,15050,7950,-14,-8246,-15282,-20830,2,48,26,14,2,-26,-8,-20,0
1500,1500,0,-24112,-24958,-23340,-19568,-14044,-6840,600,7966,2,24,10,14,2,24,26,-20,0
1501,1501,0,14540,19928,23204,24476,23554,20264,15034,8014,34,24,42,14,-46,8,10,14,0
1502,1502,0,34,-8294,-15346,-20878,-24144,-24958,-23356,-19552,-14,-10,42,-4,-14,8,26,-4,0
1503,1503,0,-13958,-6824,508,7982,14572,19896,23204,24460,2,24,26,-4,-14,-26,-24,14,0
1504,1504,0,23506,20216,15018,8014,2,-8330,-15314,-20798,2,8,10,30,2,-10,10,-4,0
1505,1505,0,-24080,-24958,-23372,-19536,-13958,-6888,552,8014,18,-10,26,-4,34,8,-8,-4,0
1506,1506,0,14556,19912,23156,24460,23554,20232,15050,8014,2,8,10,-36,50,8,10,-36,0
1507,1507,0,-30,-8314,-15330,-20894,-24160,-24958,-23372,-19568,2,8,10,30,18,-26,-24,-4,0
1508,1508,0,-13996,-6824,584,7966,14588,19896,23204,24492,2,-10,-24,-20,18,-10,-8,-20,0
1509,1509,0,23490,20200,15066,7982,2,-8330,-15298,-20910,18,24,10,30,34,-10,26,14,0
1510,1510,0,-24198,-24958,-23372,-19536,-13980,-6792,600,7982,2,8,-8,-36,34,-10,10,-4,0
1511,1511,0,14508,19880,23204,24492,23538,20232,15034,7982,2,24,-24,-4,2,-10,-8,-20,0
1512,1512,0,18,-8314,-15330,-20910,-24144,-24942,-23356,-19584,18,-10,10,-4,2,8,-8,14,0
1513,1513,0,-13996,-6824,492,7966,14588,19880,23220,24492,18,-10,-24,-20,18,-10,-8,-4,0
1514,1514,0,23490,20232,15034,7950,-14,-8330,-15330,-20846,2,-10,10,-20,34,8,-24,-4,0
1515,1515,0,-24112,-24926,-23372,-19536,-13996,-6840,584,7950,2,-26,-24,-36,-14,-10,10,-20,0
1516,1516,0,14572,19848,23220,24476,23554,20216,15050,7966,50,-26,10,-4,18,-42,42,-4,0
1517,1517,0,18,-8314,-15330,-20894,-24160,-24974,-23388,-19584,2,-10,10,30,18,24,10,-20,0
1518,1518,0,-13974,-6856,492,7966,14508,19864,23252,24524,-30,8,-24,14,18,-10,-8,14,0
1519,1519,0,23506,20152,15034,7982,2,-8246,-15314,-20910,2,-26,26,-4,-14,-10,-24,14,0
1520,1520,0,-24198,-24974,-23340,-19552,-13980,-6840,492,7950,2,-26,26,14,34,8,26,30,0
1521,1521,0,14524,19848,23156,24508,23506,20232,15002,7934,34,-10,26,14,50,-10,10,14,0
1522,1522,0,-46,-8246,-15330,-20862,-24214,-24974,-23420,-19568,2,8,10,-4,34,8,-24,-20,0
1523,1523,0,-13942,-6840,632,7966,14556,19896,23204,24476,2,8,26,-4,34,8,26,14,0
1524,1524,0,23490,20216,15098,7950,18,-8330,-15330,-20878,18,-10,26,-4,2,48,-24,-20,0
1525,1525,0,-24128,-24958,-23404,-19584,-14012,-6808,584,8014,18,-26,-40,-20,18,-26,-24,-20,0
1526,1526,0,14556,19848,23172,24460,23522,20184,15034,7902,18,-42,10,-4,2,8,10,14,0
1527,1527,0,2,-8246,-15314,-20910,-24128,-24958,-23340,-19552,2,-26,-8,46,2,8,-24,14,0
1528,1528,0,-14012,-6808,616,8014,14508,19944,23172,24540,2,8,-40,-4,18,8,10,-4,0
1529,1529,0,23554,20216,15066,8014,-14,-8294,-15330,-20792,-14,-26,-8,14,-14,8,26,14,0
1530,1530,0,-24160,-24974,-23372,-19552,-13980,-6856,552,8014,-14,8,-24,14,-30,8,10,30,0
1531,1531,0,14540,19928,23188,24556,23522,20168,15018,8014,2,-26,10,-4,2,-10,-24,-36,0
1532,1532,0,-30,-8278,-15346,-20894,-24144,-25006,-23372,-19536,2,-10,-24,14,18,-10,10,14,0
1533,1533,0,-13980,-6808,616,8014,14540,19880,23204,24524,2,8,-8,14,-30,-10,10,-4,0
1534,1534,0,23538,20232,15050,7950,-14,-8330,-15346,-20910,2,24,26,-4,18,8,26,-4,0
1535,1535,0,-24144,-24974,-23356,-19536,-13958,-6824,584,7982,18,8,10,-20,2,24,-8,30,0
1536,1536,0,14508,19912,23204,24460,23506,20168,15066,7950,-14,8,-8,14,-14,8,10,14,0
1537,1537,0,34,-8314,-15330,-20846,-24176,-24958,-23388,-19584,-14,8,-8,30,18,24,-8,-20,0
1538,1538,0,-13958,-6840,600,8014,14604,19880,23172,24476,18,-10,10,-4,-30,8,26,14,0
1539,1539,0,23522,20216,15002,7918,-46,-8294,-15314,-20894,2,24,-8,30,-30,-10,-24,14,0
1540,1540,0,-24144,-24910,-23388,-19568,-13958,-6856,552,7982,2,8,10,46,18,-10,-8,-4,0
1541,1541,0,14572,19832,23204,24460,23490,20216,15034,7950,2,48,10,14,18,8,26,14,0
1542,1542,0,18,-8346,-15298,-20910,-24198,-24926,-23324,-19552,34,-10,-8,-20,18,24,10,-4,0
1543,1543,0,-13942,-6824,600,7982,14540,19912,23204,24524,2,-10,10,-4,18,8,10,-4,0
1544,1544,0,23522,20200,15018,7966,2,-8330,-15330,-20878,34,-10,10,30,-30,-26,10,-36,0
1545,1545,0,-24128,-24974,-23356,-19520,-13942,-6824,616,8014,18,-10,10,14,2,-10,-8,46,0
1546,1546,0,14556,19896,23220,24492,23538,20232,14986,7966,18,-10,26,46,2,-10,-8,-4,0
